Image,Type,Code,Value,Path
S066_004,FACS,1,2,images/S066_004.png
S066_004,FACS,4,2,images/S066_004.png
S066_004,FACS,17,3,images/S066_004.png
S066_005,FACS,4,4,images/S066_005.png
S066_005,FACS,7,2,images/S066_005.png
S066_005,FACS,17,4,images/S066_005.png
S066_005,FACS,23,4,images/S066_005.png
S067_001,FACS,1,0,images/S067_001.png
S067_001,FACS,2,0,images/S067_001.png
S067_001,FACS,15,0,images/S067_001.png
S067_001,FACS,17,0,images/S067_001.png
S067_002,FACS,1,0,images/S067_002.png
S067_002,FACS,2,0,images/S067_002.png
S067_002,FACS,5,0,images/S067_002.png
S067_002,FACS,25,0,images/S067_002.png
S067_002,FACS,27,0,images/S067_002.png
S067_003,FACS,4,0,images/S067_003.png
S067_003,FACS,5,0,images/S067_003.png
S067_003,FACS,11,0,images/S067_003.png
S067_003,FACS,14,0,images/S067_003.png
S067_003,FACS,20,0,images/S067_003.png
S067_003,FACS,25,0,images/S067_003.png
S067_004,FACS,4,0,images/S067_004.png
S067_004,FACS,7,2,images/S067_004.png
S067_004,FACS,14,3,images/S067_004.png
S067_004,FACS,16,4,images/S067_004.png
S067_004,FACS,23,3,images/S067_004.png
S067_004,FACS,24,3,images/S067_004.png
S067_005,FACS,6,0,images/S067_005.png
S067_005,FACS,12,0,images/S067_005.png
S067_005,FACS,25,0,images/S067_005.png
S067_006,FACS,9,5,images/S067_006.png
S067_006,FACS,17,4,images/S067_006.png
S067_006,FACS,24,2,images/S067_006.png
S068_001,FACS,1,0,images/S068_001.png
S068_001,FACS,2,0,images/S068_001.png
S068_001,FACS,4,0,images/S068_001.png
S068_001,FACS,15,4,images/S068_001.png
S068_001,FACS,17,5,images/S068_001.png
S068_001,FACS,22,4,images/S068_001.png
S068_002,FACS,6,0,images/S068_002.png
S068_002,FACS,12,0,images/S068_002.png
S068_002,FACS,25,0,images/S068_002.png
S068_003,FACS,1,3,images/S068_003.png
S068_003,FACS,2,3,images/S068_003.png
S068_003,FACS,5,1,images/S068_003.png
S068_003,FACS,25,3,images/S068_003.png
S068_003,FACS,26,5,images/S068_003.png
S068_004,FACS,1,2,images/S068_004.png
S068_004,FACS,4,2,images/S068_004.png
S068_004,FACS,16,2,images/S068_004.png
S068_004,FACS,20,3,images/S068_004.png
S068_005,FACS,9,5,images/S068_005.png
S068_005,FACS,15,2,images/S068_005.png
S068_005,FACS,17,3,images/S068_005.png
S068_005,FACS,24,4,images/S068_005.png
S069_001,FACS,1,4,images/S069_001.png
S069_001,FACS,15,4,images/S069_001.png
S069_001,FACS,17,4,images/S069_001.png
S069_001,FACS,62,4,images/S069_001.png
S069_002,FACS,1,0,images/S069_002.png
S069_002,FACS,2,0,images/S069_002.png
S069_002,FACS,5,1,images/S069_002.png
S069_002,FACS,25,0,images/S069_002.png
S069_002,FACS,27,0,images/S069_002.png
S069_003,FACS,4,0,images/S069_003.png
S069_003,FACS,6,0,images/S069_003.png
S069_003,FACS,7,0,images/S069_003.png
S069_003,FACS,9,4,images/S069_003.png
S069_003,FACS,17,2,images/S069_003.png
S069_004,FACS,6,0,images/S069_004.png
S069_004,FACS,12,0,images/S069_004.png
S069_004,FACS,25,0,images/S069_004.png
S069_004,FACS,62,3,images/S069_004.png
S069_005,FACS,7,0,images/S069_005.png
S069_005,FACS,9,0,images/S069_005.png
S069_005,FACS,17,0,images/S069_005.png
S069_005,FACS,23,0,images/S069_005.png
S069_005,FACS,24,0,images/S069_005.png
S070_001,FACS,1,0,images/S070_001.png
S070_001,FACS,2,0,images/S070_001.png
S070_001,FACS,4,0,images/S070_001.png
S070_001,FACS,6,0,images/S070_001.png
S070_001,FACS,11,0,images/S070_001.png
S070_001,FACS,20,0,images/S070_001.png
S070_001,FACS,25,0,images/S070_001.png
S070_002,FACS,1,0,images/S070_002.png
S070_002,FACS,2,0,images/S070_002.png
S070_002,FACS,5,0,images/S070_002.png
S070_002,FACS,25,0,images/S070_002.png
S070_002,FACS,26,0,images/S070_002.png
S070_002,FACS,38,4,images/S070_002.png
S070_003,FACS,6,0,images/S070_003.png
S070_003,FACS,12,0,images/S070_003.png
S070_003,FACS,25,0,images/S070_003.png
S070_005,FACS,4,3,images/S070_005.png
S070_005,FACS,10,2,images/S070_005.png
S070_005,FACS,17,2,images/S070_005.png
S070_005,FACS,38,4,images/S070_005.png
S071_001,FACS,1,0,images/S071_001.png
S071_001,FACS,2,0,images/S071_001.png
S071_001,FACS,5,0,images/S071_001.png
S071_001,FACS,25,0,images/S071_001.png
S071_001,FACS,27,0,images/S071_001.png
S071_002,FACS,1,0,images/S071_002.png
S071_002,FACS,4,0,images/S071_002.png
S071_002,FACS,15,0,images/S071_002.png
S071_002,FACS,17,0,images/S071_002.png
S071_003,FACS,4,5,images/S071_003.png
S071_003,FACS,6,4,images/S071_003.png
S071_003,FACS,11,0,images/S071_003.png
S071_003,FACS,16,3,images/S071_003.png
S071_003,FACS,20,4,images/S071_003.png
S071_003,FACS,25,0,images/S071_003.png
S071_003,FACS,38,0,images/S071_003.png
S071_004,FACS,4,0,images/S071_004.png
S071_004,FACS,7,0,images/S071_004.png
S071_004,FACS,17,3,images/S071_004.png
S071_004,FACS,23,3,images/S071_004.png
S071_004,FACS,24,3,images/S071_004.png
S071_004,FACS,38,0,images/S071_004.png
S071_005,FACS,6,0,images/S071_005.png
S071_005,FACS,12,3,images/S071_005.png
S071_005,FACS,25,0,images/S071_005.png
S071_006,FACS,9,4,images/S071_006.png
S071_006,FACS,23,2,images/S071_006.png
S072_001,FACS,15,0,images/S072_001.png
S072_001,FACS,17,0,images/S072_001.png
S072_002,FACS,15,0,images/S072_002.png
S072_002,FACS,17,0,images/S072_002.png
S072_002,FACS,24,0,images/S072_002.png
S072_003,FACS,25,0,images/S072_003.png
S072_004,FACS,25,0,images/S072_004.png
S072_004,FACS,27,0,images/S072_004.png
S072_005,FACS,4,0,images/S072_005.png
S072_005,FACS,6,0,images/S072_005.png
S072_005,FACS,7,0,images/S072_005.png
S072_005,FACS,17,0,images/S072_005.png
S072_005,FACS,23,0,images/S072_005.png
S072_005,FACS,24,0,images/S072_005.png
S072_005,FACS,54,2,images/S072_005.png
S072_006,FACS,6,0,images/S072_006.png
S072_006,FACS,12,0,images/S072_006.png
S072_006,FACS,25,0,images/S072_006.png
S073_001,FACS,1,0,images/S073_001.png
S073_001,FACS,2,0,images/S073_001.png
S073_001,FACS,5,0,images/S073_001.png
S073_001,FACS,25,0,images/S073_001.png
S073_001,FACS,26,0,images/S073_001.png
S073_002,FACS,12,0,images/S073_002.png
S073_002,FACS,25,0,images/S073_002.png
S073_002,FACS,26,0,images/S073_002.png
S073_003,FACS,15,1,images/S073_003.png
S073_003,FACS,17,0,images/S073_003.png
S073_003,FACS,24,0,images/S073_003.png
S073_004,FACS,25,0,images/S073_004.png
S073_005,FACS,11,0,images/S073_005.png
S073_005,FACS,20,4,images/S073_005.png
S073_005,FACS,25,0,images/S073_005.png
S073_006,FACS,4,0,images/S073_006.png
S073_006,FACS,6,0,images/S073_006.png
S073_006,FACS,7,0,images/S073_006.png
S073_006,FACS,9,5,images/S073_006.png
S073_006,FACS,17,3,images/S073_006.png
S073_006,FACS,38,0,images/S073_006.png
S074_001,FACS,1,0,images/S074_001.png
S074_001,FACS,2,0,images/S074_001.png
S074_001,FACS,5,0,images/S074_001.png
S074_001,FACS,16,0,images/S074_001.png
S074_001,FACS,20,0,images/S074_001.png
S074_001,FACS,25,0,images/S074_001.png
S074_002,FACS,1,0,images/S074_002.png
S074_002,FACS,2,0,images/S074_002.png
S074_002,FACS,5,0,images/S074_002.png
S074_002,FACS,25,0,images/S074_002.png
S074_002,FACS,27,0,images/S074_002.png
S074_003,FACS,25,0,images/S074_003.png
S074_004,FACS,4,0,images/S074_004.png
S074_004,FACS,6,0,images/S074_004.png
S074_004,FACS,7,0,images/S074_004.png
S074_004,FACS,9,4,images/S074_004.png
S074_004,FACS,17,4,images/S074_004.png
S074_004,FACS,25,0,images/S074_004.png
S074_005,FACS,6,0,images/S074_005.png
S074_005,FACS,12,0,images/S074_005.png
S074_005,FACS,25,0,images/S074_005.png
S075_001,FACS,1,0,images/S075_001.png
S075_001,FACS,2,0,images/S075_001.png
S075_001,FACS,15,0,images/S075_001.png
S075_001,FACS,17,0,images/S075_001.png
S075_001,FACS,24,0,images/S075_001.png
S075_002,FACS,1,0,images/S075_002.png
S075_002,FACS,2,0,images/S075_002.png
S075_002,FACS,5,0,images/S075_002.png
S075_002,FACS,25,0,images/S075_002.png
S075_002,FACS,27,0,images/S075_002.png
S075_003,FACS,15,0,images/S075_003.png
S075_003,FACS,17,0,images/S075_003.png
S075_003,FACS,23,0,images/S075_003.png
S075_004,FACS,25,0,images/S075_004.png
S075_005,FACS,4,0,images/S075_005.png
S075_005,FACS,6,0,images/S075_005.png
S075_005,FACS,7,0,images/S075_005.png
S075_005,FACS,9,4,images/S075_005.png
S075_005,FACS,17,2,images/S075_005.png
S075_006,FACS,6,0,images/S075_006.png
S075_006,FACS,12,0,images/S075_006.png
S075_006,FACS,25,0,images/S075_006.png
S075_007,FACS,4,2,images/S075_007.png
S075_007,FACS,5,4,images/S075_007.png
S075_007,FACS,11,0,images/S075_007.png
S075_007,FACS,12,2,images/S075_007.png
S075_007,FACS,16,5,images/S075_007.png
S075_007,FACS,20,4,images/S075_007.png
S075_007,FACS,25,0,images/S075_007.png
S075_008,FACS,4,4,images/S075_008.png
S075_008,FACS,12,1,images/S075_008.png
S075_008,FACS,14,2,images/S075_008.png
S075_008,FACS,24,2,images/S075_008.png
S076_001,FACS,1,0,images/S076_001.png
S076_001,FACS,2,0,images/S076_001.png
S076_001,FACS,5,0,images/S076_001.png
S076_001,FACS,25,0,images/S076_001.png
S076_001,FACS,27,0,images/S076_001.png
S076_002,FACS,15,0,images/S076_002.png
S076_002,FACS,17,1,images/S076_002.png
S076_003,FACS,15,0,images/S076_003.png
S076_003,FACS,17,0,images/S076_003.png
S076_003,FACS,22,0,images/S076_003.png
S076_003,FACS,24,0,images/S076_003.png
S076_004,FACS,25,0,images/S076_004.png
S076_005,FACS,4,0,images/S076_005.png
S076_005,FACS,6,0,images/S076_005.png
S076_005,FACS,7,0,images/S076_005.png
S076_005,FACS,9,4,images/S076_005.png
S076_005,FACS,17,3,images/S076_005.png
S076_006,FACS,6,0,images/S076_006.png
S076_006,FACS,12,0,images/S076_006.png
S076_006,FACS,25,0,images/S076_006.png
S077_001,FACS,1,0,images/S077_001.png
S077_001,FACS,2,0,images/S077_001.png
S077_001,FACS,25,0,images/S077_001.png
S077_001,FACS,27,0,images/S077_001.png
S077_001,FACS,64,1,images/S077_001.png
S077_002,FACS,12,0,images/S077_002.png
S077_002,FACS,25,0,images/S077_002.png
S077_003,FACS,15,0,images/S077_003.png
S077_003,FACS,17,0,images/S077_003.png
S077_004,FACS,25,0,images/S077_004.png
S077_005,FACS,6,0,images/S077_005.png
S077_005,FACS,7,0,images/S077_005.png
S077_005,FACS,11,0,images/S077_005.png
S077_005,FACS,20,0,images/S077_005.png
S077_005,FACS,25,0,images/S077_005.png
S077_005,FACS,64,2,images/S077_005.png
S077_006,FACS,7,0,images/S077_006.png
S077_006,FACS,9,0,images/S077_006.png
S077_006,FACS,17,0,images/S077_006.png
S077_006,FACS,64,2,images/S077_006.png
S077_007,FACS,17,0,images/S077_007.png
S077_007,FACS,23,0,images/S077_007.png
S077_007,FACS,24,0,images/S077_007.png
S077_007,FACS,64,2,images/S077_007.png
S078_001,FACS,1,0,images/S078_001.png
S078_001,FACS,2,0,images/S078_001.png
S078_001,FACS,5,0,images/S078_001.png
S078_001,FACS,25,0,images/S078_001.png
S078_001,FACS,27,0,images/S078_001.png
S078_002,FACS,1,0,images/S078_002.png
S078_002,FACS,4,0,images/S078_002.png
S078_002,FACS,14,0,images/S078_002.png
S078_002,FACS,17,0,images/S078_002.png
S078_003,FACS,1,0,images/S078_003.png
S078_003,FACS,4,0,images/S078_003.png
S078_003,FACS,6,0,images/S078_003.png
S078_003,FACS,11,0,images/S078_003.png
S078_003,FACS,20,0,images/S078_003.png
S078_003,FACS,25,0,images/S078_003.png
S078_003,FACS,26,0,images/S078_003.png
S078_004,FACS,6,0,images/S078_004.png
S078_004,FACS,12,0,images/S078_004.png
S078_004,FACS,25,0,images/S078_004.png
S078_005,FACS,15,0,images/S078_005.png
S078_005,FACS,17,0,images/S078_005.png
S078_006,FACS,25,0,images/S078_006.png
S078_007,FACS,9,5,images/S078_007.png
S078_007,FACS,14,1,images/S078_007.png
S078_007,FACS,17,1,images/S078_007.png
S078_007,FACS,24,1,images/S078_007.png
S079_001,FACS,1,0,images/S079_001.png
S079_001,FACS,2,0,images/S079_001.png
S079_001,FACS,5,0,images/S079_001.png
S079_001,FACS,25,0,images/S079_001.png
S079_001,FACS,27,0,images/S079_001.png
S079_002,FACS,4,0,images/S079_002.png
S079_002,FACS,9,4,images/S079_002.png
S079_002,FACS,45,4,images/S079_002.png
S079_003,FACS,4,0,images/S079_003.png
S079_003,FACS,11,0,images/S079_003.png
S079_003,FACS,20,0,images/S079_003.png
S079_003,FACS,25,0,images/S079_003.png
S079_004,FACS,6,0,images/S079_004.png
S079_004,FACS,12,0,images/S079_004.png
S079_004,FACS,25,0,images/S079_004.png
S080_001,FACS,1,0,images/S080_001.png
S080_001,FACS,2,0,images/S080_001.png
S080_001,FACS,5,0,images/S080_001.png
S080_001,FACS,16,5,images/S080_001.png
S080_001,FACS,25,0,images/S080_001.png
S080_001,FACS,27,0,images/S080_001.png
S080_002,FACS,12,0,images/S080_002.png
S080_002,FACS,16,0,images/S080_002.png
S080_002,FACS,25,0,images/S080_002.png
S080_003,FACS,25,0,images/S080_003.png
S080_004,FACS,1,0,images/S080_004.png
S080_004,FACS,4,0,images/S080_004.png
S080_004,FACS,7,0,images/S080_004.png
S080_004,FACS,11,0,images/S080_004.png
S080_004,FACS,12,0,images/S080_004.png
S080_004,FACS,20,0,images/S080_004.png
S080_004,FACS,25,0,images/S080_004.png
S080_005,FACS,1,1,images/S080_005.png
S080_005,FACS,2,1,images/S080_005.png
S080_005,FACS,15,2,images/S080_005.png
S080_005,FACS,17,3,images/S080_005.png
S080_005,FACS,24,2,images/S080_005.png
S080_008,FACS,9,5,images/S080_008.png
S080_008,FACS,10,2,images/S080_008.png
S080_008,FACS,24,2,images/S080_008.png
S081_001,FACS,1,0,images/S081_001.png
S081_001,FACS,2,0,images/S081_001.png
S081_001,FACS,25,0,images/S081_001.png
S081_001,FACS,27,0,images/S081_001.png
S081_002,FACS,1,0,images/S081_002.png
S081_002,FACS,2,0,images/S081_002.png
S081_002,FACS,4,0,images/S081_002.png
S081_002,FACS,15,0,images/S081_002.png
S081_002,FACS,17,0,images/S081_002.png
S081_003,FACS,15,0,images/S081_003.png
S081_003,FACS,17,0,images/S081_003.png
S081_004,FACS,25,0,images/S081_004.png
S081_005,FACS,6,0,images/S081_005.png
S081_005,FACS,12,0,images/S081_005.png
S081_005,FACS,20,2,images/S081_005.png
S081_005,FACS,25,0,images/S081_005.png
S081_008,FACS,9,5,images/S081_008.png
S081_008,FACS,24,4,images/S081_008.png
S082_001,FACS,1,0,images/S082_001.png
S082_001,FACS,2,0,images/S082_001.png
S082_001,FACS,5,0,images/S082_001.png
S082_001,FACS,25,0,images/S082_001.png
S082_001,FACS,27,0,images/S082_001.png
S082_002,FACS,15,0,images/S082_002.png
S082_002,FACS,17,0,images/S082_002.png
S082_003,FACS,15,0,images/S082_003.png
S082_003,FACS,17,0,images/S082_003.png
S082_004,FACS,25,0,images/S082_004.png
S082_005,FACS,4,0,images/S082_005.png
S082_005,FACS,7,0,images/S082_005.png
S082_005,FACS,9,0,images/S082_005.png
S082_005,FACS,17,0,images/S082_005.png
S082_005,FACS,23,0,images/S082_005.png
S082_005,FACS,24,0,images/S082_005.png
S082_005,FACS,31,0,images/S082_005.png
S082_006,FACS,4,0,images/S082_006.png
S082_006,FACS,5,1,images/S082_006.png
S082_006,FACS,7,0,images/S082_006.png
S082_006,FACS,20,1,images/S082_006.png
S082_006,FACS,25,0,images/S082_006.png
S082_006,FACS,38,0,images/S082_006.png
S082_007,FACS,4,0,images/S082_007.png
S082_007,FACS,6,0,images/S082_007.png
S082_007,FACS,7,0,images/S082_007.png
S082_007,FACS,9,5,images/S082_007.png
S082_007,FACS,17,3,images/S082_007.png
S083_001,FACS,15,0,images/S083_001.png
S083_001,FACS,17,0,images/S083_001.png
S083_001,FACS,45,2,images/S083_001.png
S083_002,FACS,25,0,images/S083_002.png
S083_003,FACS,6,0,images/S083_003.png
S083_003,FACS,12,0,images/S083_003.png
S083_003,FACS,25,0,images/S083_003.png
S083_004,FACS,6,0,images/S083_004.png
S083_004,FACS,7,0,images/S083_004.png
S083_004,FACS,11,0,images/S083_004.png
S083_004,FACS,20,0,images/S083_004.png
S083_004,FACS,25,0,images/S083_004.png
S084_001,FACS,1,0,images/S084_001.png
S084_001,FACS,2,0,images/S084_001.png
S084_001,FACS,5,0,images/S084_001.png
S084_001,FACS,25,0,images/S084_001.png
S084_001,FACS,27,0,images/S084_001.png
S084_001,FACS,38,4,images/S084_001.png
S084_002,FACS,1,0,images/S084_002.png
S084_002,FACS,4,0,images/S084_002.png
S084_002,FACS,5,0,images/S084_002.png
S084_002,FACS,6,0,images/S084_002.png
S084_002,FACS,7,0,images/S084_002.png
S084_002,FACS,11,0,images/S084_002.png
S084_002,FACS,20,0,images/S084_002.png
S084_002,FACS,25,0,images/S084_002.png
S084_004,FACS,6,0,images/S084_004.png
S084_004,FACS,23,0,images/S084_004.png
S084_004,FACS,24,0,images/S084_004.png
S084_004,FACS,44,0,images/S084_004.png
S085_001,FACS,4,0,images/S085_001.png
S085_001,FACS,15,0,images/S085_001.png
S085_001,FACS,17,0,images/S085_001.png
S085_001,FACS,30,0,images/S085_001.png
S085_001,FACS,43,2,images/S085_001.png
S085_002,FACS,6,0,images/S085_002.png
S085_002,FACS,12,0,images/S085_002.png
S085_002,FACS,16,0,images/S085_002.png
S085_002,FACS,20,2,images/S085_002.png
S085_002,FACS,25,0,images/S085_002.png
S085_003,FACS,1,3,images/S085_003.png
S085_003,FACS,2,3,images/S085_003.png
S085_003,FACS,5,1,images/S085_003.png
S085_003,FACS,25,5,images/S085_003.png
S085_003,FACS,27,5,images/S085_003.png
S085_004,FACS,9,4,images/S085_004.png
S085_004,FACS,10,3,images/S085_004.png
S085_004,FACS,12,1,images/S085_004.png
S085_004,FACS,25,1,images/S085_004.png
S086_001,FACS,1,0,images/S086_001.png
S086_001,FACS,2,0,images/S086_001.png
S086_001,FACS,5,5,images/S086_001.png
S086_001,FACS,25,0,images/S086_001.png
S086_001,FACS,27,0,images/S086_001.png
S086_002,FACS,6,0,images/S086_002.png
S086_002,FACS,12,4,images/S086_002.png
S086_002,FACS,25,0,images/S086_002.png
S087_001,FACS,1,0,images/S087_001.png
S087_001,FACS,2,0,images/S087_001.png
S087_001,FACS,5,0,images/S087_001.png
S087_001,FACS,25,0,images/S087_001.png
S087_001,FACS,26,0,images/S087_001.png
S087_002,FACS,15,0,images/S087_002.png
S087_002,FACS,17,0,images/S087_002.png
S087_003,FACS,25,0,images/S087_003.png
S087_004,FACS,4,0,images/S087_004.png
S087_004,FACS,6,0,images/S087_004.png
S087_004,FACS,7,0,images/S087_004.png
S087_004,FACS,9,5,images/S087_004.png
S087_004,FACS,17,3,images/S087_004.png
S087_004,FACS,38,0,images/S087_004.png
S087_005,FACS,6,0,images/S087_005.png
S087_005,FACS,12,0,images/S087_005.png
S087_005,FACS,25,0,images/S087_005.png
S087_006,FACS,7,0,images/S087_006.png
S087_006,FACS,15,0,images/S087_006.png
S087_006,FACS,17,0,images/S087_006.png
S087_006,FACS,20,0,images/S087_006.png
S087_006,FACS,25,0,images/S087_006.png
S087_006,FACS,43,2,images/S087_006.png
S087_007,FACS,6,2,images/S087_007.png
S087_007,FACS,7,5,images/S087_007.png
S087_007,FACS,23,4,images/S087_007.png
S088_001,FACS,1,0,images/S088_001.png
S088_001,FACS,2,0,images/S088_001.png
S088_001,FACS,25,0,images/S088_001.png
S088_001,FACS,27,0,images/S088_001.png
S088_002,FACS,1,0,images/S088_002.png
S088_002,FACS,4,0,images/S088_002.png
S088_002,FACS,6,0,images/S088_002.png
S088_002,FACS,7,0,images/S088_002.png
S088_002,FACS,11,0,images/S088_002.png
S088_002,FACS,20,0,images/S088_002.png
S088_002,FACS,25,0,images/S088_002.png
S088_003,FACS,25,0,images/S088_003.png
S088_003,FACS,26,0,images/S088_003.png
S088_004,FACS,4,0,images/S088_004.png
S088_004,FACS,6,0,images/S088_004.png
S088_004,FACS,9,5,images/S088_004.png
S088_004,FACS,17,5,images/S088_004.png
S088_004,FACS,38,0,images/S088_004.png
S089_001,FACS,1,0,images/S089_001.png
S089_001,FACS,2,0,images/S089_001.png
S089_001,FACS,5,0,images/S089_001.png
S089_001,FACS,25,0,images/S089_001.png
S089_001,FACS,27,0,images/S089_001.png
S089_002,FACS,6,0,images/S089_002.png
S089_002,FACS,12,0,images/S089_002.png
S089_002,FACS,25,0,images/S089_002.png
S089_003,FACS,4,0,images/S089_003.png
S089_003,FACS,6,0,images/S089_003.png
S089_003,FACS,7,0,images/S089_003.png
S089_003,FACS,10,0,images/S089_003.png
S089_003,FACS,17,0,images/S089_003.png
S089_003,FACS,18,0,images/S089_003.png
S089_003,FACS,23,0,images/S089_003.png
S089_003,FACS,24,0,images/S089_003.png
S089_003,FACS,43,0,images/S089_003.png
S090_002,FACS,1,4,images/S090_002.png
S090_002,FACS,2,4,images/S090_002.png
S090_002,FACS,5,3,images/S090_002.png
S090_002,FACS,25,2,images/S090_002.png
S090_002,FACS,26,5,images/S090_002.png
S090_006,FACS,9,5,images/S090_006.png
S090_006,FACS,17,3,images/S090_006.png
S090_007,FACS,4,5,images/S090_007.png
S090_007,FACS,7,2,images/S090_007.png
S090_007,FACS,17,4,images/S090_007.png
S090_007,FACS,24,4,images/S090_007.png
S091_001,FACS,1,0,images/S091_001.png
S091_001,FACS,2,0,images/S091_001.png
S091_001,FACS,5,5,images/S091_001.png
S091_001,FACS,20,4,images/S091_001.png
S091_001,FACS,25,0,images/S091_001.png
S091_002,FACS,25,0,images/S091_002.png
S091_003,FACS,6,0,images/S091_003.png
S091_003,FACS,12,0,images/S091_003.png
S091_003,FACS,25,0,images/S091_003.png
S091_003,FACS,63,1,images/S091_003.png
S092_001,FACS,1,0,images/S092_001.png
S092_001,FACS,2,0,images/S092_001.png
S092_001,FACS,25,0,images/S092_001.png
S092_001,FACS,27,0,images/S092_001.png
S092_002,FACS,25,0,images/S092_002.png
S092_002,FACS,26,0,images/S092_002.png
S092_002,FACS,45,3,images/S092_002.png
S092_003,FACS,4,0,images/S092_003.png
S092_003,FACS,7,0,images/S092_003.png
S092_003,FACS,17,0,images/S092_003.png
S092_003,FACS,18,0,images/S092_003.png
S092_003,FACS,23,0,images/S092_003.png
S092_003,FACS,24,0,images/S092_003.png
S092_004,FACS,6,0,images/S092_004.png
S092_004,FACS,12,0,images/S092_004.png
S092_004,FACS,25,0,images/S092_004.png
S093_001,FACS,1,0,images/S093_001.png
S093_001,FACS,4,0,images/S093_001.png
S093_001,FACS,15,0,images/S093_001.png
S093_001,FACS,17,0,images/S093_001.png
S093_001,FACS,45,4,images/S093_001.png
S093_002,FACS,1,0,images/S093_002.png
S093_002,FACS,4,0,images/S093_002.png
S093_002,FACS,7,0,images/S093_002.png
S093_002,FACS,16,5,images/S093_002.png
S093_002,FACS,20,5,images/S093_002.png
S093_002,FACS,25,0,images/S093_002.png
S093_002,FACS,45,4,images/S093_002.png
S093_003,FACS,25,0,images/S093_003.png
S093_004,FACS,6,1,images/S093_004.png
S093_004,FACS,12,4,images/S093_004.png
S093_004,FACS,25,2,images/S093_004.png
S093_004,FACS,26,2,images/S093_004.png
S094_001,FACS,1,0,images/S094_001.png
S094_001,FACS,2,0,images/S094_001.png
S094_001,FACS,5,0,images/S094_001.png
S094_001,FACS,25,0,images/S094_001.png
S094_001,FACS,27,0,images/S094_001.png
S094_003,FACS,4,1,images/S094_003.png
S094_003,FACS,15,0,images/S094_003.png
S094_003,FACS,17,0,images/S094_003.png
S094_003,FACS,45,2,images/S094_003.png
S094_004,FACS,6,0,images/S094_004.png
S094_004,FACS,12,0,images/S094_004.png
S094_004,FACS,25,0,images/S094_004.png
S095_001,FACS,1,0,images/S095_001.png
S095_001,FACS,2,0,images/S095_001.png
S095_001,FACS,25,0,images/S095_001.png
S095_001,FACS,27,0,images/S095_001.png
S095_002,FACS,1,0,images/S095_002.png
S095_002,FACS,4,0,images/S095_002.png
S095_002,FACS,7,0,images/S095_002.png
S095_002,FACS,11,2,images/S095_002.png
S095_002,FACS,16,1,images/S095_002.png
S095_002,FACS,20,1,images/S095_002.png
S095_002,FACS,25,0,images/S095_002.png
S095_003,FACS,20,0,images/S095_003.png
S095_003,FACS,25,0,images/S095_003.png
S095_004,FACS,25,0,images/S095_004.png
S095_005,FACS,25,0,images/S095_005.png
S095_005,FACS,27,0,images/S095_005.png
S095_006,FACS,4,0,images/S095_006.png
S095_006,FACS,7,0,images/S095_006.png
S095_006,FACS,9,4,images/S095_006.png
S095_007,FACS,6,0,images/S095_007.png
S095_007,FACS,12,4,images/S095_007.png
S095_007,FACS,25,0,images/S095_007.png
S095_010,FACS,1,1,images/S095_010.png
S095_010,FACS,4,2,images/S095_010.png
S095_010,FACS,17,2,images/S095_010.png
S095_010,FACS,18,1,images/S095_010.png
S096_001,FACS,1,0,images/S096_001.png
S096_001,FACS,2,0,images/S096_001.png
S096_001,FACS,5,1,images/S096_001.png
S096_001,FACS,25,0,images/S096_001.png
S096_001,FACS,27,0,images/S096_001.png
S096_002,FACS,25,0,images/S096_002.png
S096_003,FACS,7,0,images/S096_003.png
S096_003,FACS,9,4,images/S096_003.png
S096_003,FACS,17,5,images/S096_003.png
S096_004,FACS,6,0,images/S096_004.png
S096_004,FACS,12,0,images/S096_004.png
S096_004,FACS,25,0,images/S096_004.png
S097_001,FACS,1,0,images/S097_001.png
S097_001,FACS,2,0,images/S097_001.png
S097_001,FACS,25,0,images/S097_001.png
S097_001,FACS,27,0,images/S097_001.png
S097_002,FACS,25,0,images/S097_002.png
S097_003,FACS,25,0,images/S097_003.png
S097_003,FACS,26,0,images/S097_003.png
S097_004,FACS,4,0,images/S097_004.png
S097_004,FACS,6,0,images/S097_004.png
S097_004,FACS,7,0,images/S097_004.png
S097_004,FACS,9,0,images/S097_004.png
S097_004,FACS,17,0,images/S097_004.png
S097_005,FACS,4,0,images/S097_005.png
S097_005,FACS,6,0,images/S097_005.png
S097_005,FACS,7,0,images/S097_005.png
S097_005,FACS,11,0,images/S097_005.png
S097_005,FACS,20,0,images/S097_005.png
S097_005,FACS,25,0,images/S097_005.png
S097_006,FACS,6,0,images/S097_006.png
S097_006,FACS,12,0,images/S097_006.png
S097_006,FACS,25,0,images/S097_006.png
S098_001,FACS,15,0,images/S098_001.png
S098_001,FACS,17,0,images/S098_001.png
S098_002,FACS,25,0,images/S098_002.png
S098_003,FACS,4,0,images/S098_003.png
S098_003,FACS,6,0,images/S098_003.png
S098_003,FACS,7,0,images/S098_003.png
S098_003,FACS,9,0,images/S098_003.png
S098_003,FACS,17,0,images/S098_003.png
S098_004,FACS,6,0,images/S098_004.png
S098_004,FACS,7,5,images/S098_004.png
S098_004,FACS,12,0,images/S098_004.png
S098_004,FACS,25,0,images/S098_004.png
S099_001,FACS,1,0,images/S099_001.png
S099_001,FACS,2,0,images/S099_001.png
S099_001,FACS,5,0,images/S099_001.png
S099_001,FACS,25,0,images/S099_001.png
S099_001,FACS,27,0,images/S099_001.png
